0	1
1	0
2	1
3	19
4	133
5	6
6	7
7	23
8	7
9	25
10	9
11	10
12	11
13	12
14	13
15	31
16	163
17	16
18	2
19	3
20	21
21	20
22	38
23	7
24	95
25	41
26	25
27	11
28	13
29	28
30	29
31	47
32	33
33	34
34	33
35	19
36	52
37	38
38	22
39	23
40	39
41	25
42	58
43	42
44	28
45	29
46	62
47	63
48	49
49	48
50	34
51	52
52	68
53	37
54	70
55	71
56	72
57	56
58	53
59	43
60	44
61	60
62	63
63	79
64	80
65	81
66	67
67	66
68	84
69	53
70	69
71	72
72	131
73	74
74	73
75	74
76	60
77	76
78	77
79	63
80	81
81	82
82	130
83	82
84	85
85	36
86	85
87	71
88	87
89	73
90	106
91	92
92	108
93	92
94	95
95	94
96	112
97	98
98	114
99	100
100	114
101	100
102	202
103	225
104	88
105	89
106	105
107	91
108	109
109	108
110	237
111	110
112	128
113	114
114	113
115	116
116	132
117	116
118	117
119	103
120	136
121	120
122	123
123	139
124	125
125	124
126	125
127	143
128	129
129	128
130	129
131	115
132	148
133	117
134	133
135	119
136	135
137	229
138	137
139	138
140	139
141	80
142	156
143	127
144	160
145	144
146	147
147	148
148	132
149	165
150	149
151	152
152	153
153	154
154	170
155	171
156	172
157	141
158	174
159	158
160	161
161	50
162	146
163	147
164	165
165	181
166	167
167	151
168	167
169	168
170	186
171	187
172	241
173	174
174	175
175	159
176	192
177	255
178	179
179	163
180	164
181	182
182	183
183	182
184	200
185	186
186	170
187	171
188	187
189	250
190	189
191	207
192	193
193	209
194	29
195	196
196	197
197	198
198	197
199	198
200	184
201	217
202	201
203	187
204	205
205	206
206	207
207	223
208	192
209	210
210	209
211	212
212	211
213	212
214	230
215	216
216	183
217	201
218	234
219	180
220	236
221	220
222	206
223	239
224	225
225	209
226	242
227	228
228	229
229	213
230	229
231	247
232	216
233	232
234	250
235	219
236	237
237	221
238	237
239	238
240	241
241	225
242	243
243	244
244	245
245	246
246	245
247	248
248	147
249	248
250	251
251	235
252	128
253	254
254	255
255	239
