0	1023
1	991
2	959
3	927
4	895
5	863
6	831
7	799
8	767
9	735
10	703
11	671
12	639
13	607
14	575
15	543
16	511
17	479
18	447
19	415
20	383
21	351
22	319
23	287
24	255
25	223
26	191
27	159
28	127
29	95
30	63
31	992
32	1022
33	990
34	958
35	926
36	894
37	862
38	830
39	798
40	766
41	734
42	702
43	670
44	638
45	606
46	574
47	542
48	510
49	478
50	446
51	414
52	382
53	350
54	318
55	286
56	254
57	222
58	190
59	158
60	126
61	94
62	961
63	30
64	1021
65	989
66	957
67	925
68	893
69	861
70	829
71	797
72	765
73	733
74	701
75	669
76	637
77	605
78	573
79	541
80	509
81	477
82	445
83	413
84	381
85	349
86	317
87	285
88	253
89	221
90	189
91	157
92	125
93	930
94	61
95	29
96	1020
97	988
98	956
99	924
100	892
101	860
102	828
103	796
104	764
105	732
106	700
107	668
108	636
109	604
110	572
111	540
112	508
113	476
114	444
115	412
116	380
117	348
118	316
119	284
120	252
121	220
122	188
123	156
124	899
125	92
126	60
127	28
128	1019
129	987
130	955
131	923
132	891
133	859
134	827
135	795
136	763
137	731
138	699
139	667
140	635
141	603
142	571
143	539
144	507
145	475
146	443
147	411
148	379
149	347
150	315
151	283
152	251
153	219
154	187
155	868
156	123
157	91
158	59
159	27
160	1018
161	986
162	954
163	922
164	890
165	858
166	826
167	794
168	762
169	730
170	698
171	666
172	634
173	602
174	570
175	538
176	506
177	474
178	442
179	410
180	378
181	346
182	314
183	282
184	250
185	218
186	837
187	154
188	122
189	90
190	58
191	26
192	1017
193	985
194	953
195	921
196	889
197	857
198	825
199	793
200	761
201	729
202	697
203	665
204	633
205	601
206	569
207	537
208	505
209	473
210	441
211	409
212	377
213	345
214	313
215	281
216	249
217	806
218	185
219	153
220	121
221	89
222	57
223	25
224	1016
225	984
226	952
227	920
228	888
229	856
230	824
231	792
232	760
233	728
234	696
235	664
236	632
237	600
238	568
239	536
240	504
241	472
242	440
243	408
244	376
245	344
246	312
247	280
248	775
249	216
250	184
251	152
252	120
253	88
254	56
255	24
256	1015
257	983
258	951
259	919
260	887
261	855
262	823
263	791
264	759
265	727
266	695
267	663
268	631
269	599
270	567
271	535
272	503
273	471
274	439
275	407
276	375
277	343
278	311
279	744
280	247
281	215
282	183
283	151
284	119
285	87
286	55
287	23
288	1014
289	982
290	950
291	918
292	886
293	854
294	822
295	790
296	758
297	726
298	694
299	662
300	630
301	598
302	566
303	534
304	502
305	470
306	438
307	406
308	374
309	342
310	713
311	278
312	246
313	214
314	182
315	150
316	118
317	86
318	54
319	22
320	1013
321	981
322	949
323	917
324	885
325	853
326	821
327	789
328	757
329	725
330	693
331	661
332	629
333	597
334	565
335	533
336	501
337	469
338	437
339	405
340	373
341	682
342	309
343	277
344	245
345	213
346	181
347	149
348	117
349	85
350	53
351	21
352	1012
353	980
354	948
355	916
356	884
357	852
358	820
359	788
360	756
361	724
362	692
363	660
364	628
365	596
366	564
367	532
368	500
369	468
370	436
371	404
372	651
373	340
374	308
375	276
376	244
377	212
378	180
379	148
380	116
381	84
382	52
383	20
384	1011
385	979
386	947
387	915
388	883
389	851
390	819
391	787
392	755
393	723
394	691
395	659
396	627
397	595
398	563
399	531
400	499
401	467
402	435
403	620
404	371
405	339
406	307
407	275
408	243
409	211
410	179
411	147
412	115
413	83
414	51
415	19
416	1010
417	978
418	946
419	914
420	882
421	850
422	818
423	786
424	754
425	722
426	690
427	658
428	626
429	594
430	562
431	530
432	498
433	466
434	589
435	402
436	370
437	338
438	306
439	274
440	242
441	210
442	178
443	146
444	114
445	82
446	50
447	18
448	1009
449	977
450	945
451	913
452	881
453	849
454	817
455	785
456	753
457	721
458	689
459	657
460	625
461	593
462	561
463	529
464	497
465	558
466	433
467	401
468	369
469	337
470	305
471	273
472	241
473	209
474	177
475	145
476	113
477	81
478	49
479	17
480	1008
481	976
482	944
483	912
484	880
485	848
486	816
487	784
488	752
489	720
490	688
491	656
492	624
493	592
494	560
495	528
496	527
497	464
498	432
499	400
500	368
501	336
502	304
503	272
504	240
505	208
506	176
507	144
508	112
509	80
510	48
511	16
512	1007
513	975
514	943
515	911
516	879
517	847
518	815
519	783
520	751
521	719
522	687
523	655
524	623
525	591
526	559
527	496
528	495
529	463
530	431
531	399
532	367
533	335
534	303
535	271
536	239
537	207
538	175
539	143
540	111
541	79
542	47
543	15
544	1006
545	974
546	942
547	910
548	878
549	846
550	814
551	782
552	750
553	718
554	686
555	654
556	622
557	590
558	465
559	526
560	494
561	462
562	430
563	398
564	366
565	334
566	302
567	270
568	238
569	206
570	174
571	142
572	110
573	78
574	46
575	14
576	1005
577	973
578	941
579	909
580	877
581	845
582	813
583	781
